(80 / 47)*x^0 + (-76 / 1)*x^1 + (-91 / 1)*x^2  := (-0.856990855177487, 0.021826020012651784)
(5 / 1)*x^0 + (-90 / 1)*x^1 + (21 / 82)*x^2 + (-85 / 56)*x^3 + (22 / 1)*x^4 + (25 / 21)*x^5 + (52 / 57)*x^6 + (65 / 68)*x^7 + (-3 / 13)*x^8 + (53 / 52)*x^9 + (86 / 1)*x^10 + (-86 / 1)*x^11 + (-3 / 53)*x^12 + (52 / 1)*x^13 + (-83 / 1)*x^14 + (1 / 1)*x^15 + (98 / 1)*x^16 + (-55 / 1)*x^17 + (1 / 31)*x^18  := []
(-99 / 1)*x^0 + (-15 / 1)*x^1 + (-7 / 10)*x^2 + (19 / 1)*x^3 + (-3 / 2)*x^4 + (89 / 1)*x^5 + (98 / 1)*x^6 + (37 / 40)*x^7 + (23 / 21)*x^8 + (97 / 1)*x^9 + (61 / 97)*x^10 + (-21 / 61)*x^11 + (4 / 1)*x^12 + (-26 / 1)*x^13 + (-67 / 1)*x^14 + (-59 / 1)*x^15 + (26 / 17)*x^16 + (-96 / 1)*x^17  := []
(-34 / 61)*x^0 + (-17 / 79)*x^1 + (82 / 9)*x^2 + (-47 / 61)*x^3 + (-7 / 41)*x^4 + (89 / 1)*x^5 + (-97 / 1)*x^6 + (-25 / 91)*x^7 + (26 / 31)*x^8 + (-57 / 1)*x^9 + (-2 / 1)*x^10 + (8 / 3)*x^11 + (-69 / 1)*x^12 + (-17 / 1)*x^13  := []
(47 / 24)*x^0 + (-50 / 1)*x^1 + (-41 / 1)*x^2 + (30 / 1)*x^3 + (-87 / 14)*x^4 + (39 / 89)*x^5 + (33 / 1)*x^6 + (93 / 1)*x^7 + (-56 / 1)*x^8 + (16 / 29)*x^9 + (91 / 88)*x^10  := []
(76 / 1)*x^0 + (19 / 33)*x^1 + (77 / 1)*x^2 + (-77 / 1)*x^3 + (56 / 1)*x^4 + (-22 / 47)*x^5 + (7 / 4)*x^6 + (-51 / 1)*x^7 + (23 / 45)*x^8 + (17 / 1)*x^9 + (-87 / 2)*x^10 + (-49 / 1)*x^11 + (48 / 1)*x^12 + (7 / 2)*x^13  := []
(43 / 1)*x^0 + (41 / 90)*x^1 + (96 / 1)*x^2 + (-49 / 12)*x^3 + (-69 / 1)*x^4 + (-45 / 4)*x^5 + (77 / 1)*x^6  := []
(11 / 21)*x^0 + (69 / 1)*x^1 + (-61 / 73)*x^2 + (-10 / 13)*x^3 + (-72 / 1)*x^4 + (10 / 29)*x^5 + (-39 / 1)*x^6 + (-12 / 1)*x^7 + (-5 / 6)*x^8 + (-84 / 1)*x^9 + (44 / 61)*x^10 + (68 / 1)*x^11 + (56 / 1)*x^12 + (45 / 1)*x^13 + (24 / 1)*x^14 + (-49 / 1)*x^15  := []
(97 / 1)*x^0 + (87 / 1)*x^1 + (78 / 1)*x^2 + (10 / 51)*x^3 + (32 / 27)*x^4 + (-100 / 1)*x^5 + (-30 / 67)*x^6 + (-19 / 51)*x^7 + (-50 / 33)*x^8 + (-1 / 5)*x^9 + (-25 / 71)*x^10  := []
(-94 / 1)*x^0 + (13 / 1)*x^1 + (-36 / 1)*x^2 + (9 / 2)*x^3 + (-59 / 1)*x^4 + (84 / 1)*x^5 + (-4 / 13)*x^6 + (-89 / 48)*x^7 + (43 / 88)*x^8 + (43 / 1)*x^9 + (11 / 34)*x^10 + (18 / 19)*x^11 + (-49 / 1)*x^12 + (43 / 7)*x^13 + (-68 / 1)*x^14 + (-49 / 1)*x^15 + (-49 / 85)*x^16 + (-47 / 1)*x^17 + (11 / 1)*x^18 + (-48 / 13)*x^19  := []
(9 / 1)*x^0 + (71 / 18)*x^1 + (-67 / 43)*x^2 + (25 / 1)*x^3 + (-38 / 1)*x^4 + (-7 / 1)*x^5 + (-43 / 27)*x^6 + (6 / 5)*x^7 + (61 / 1)*x^8 + (32 / 1)*x^9 + (-9 / 7)*x^10 + (-11 / 28)*x^11 + (-91 / 34)*x^12 + (-1 / 95)*x^13 + (70 / 1)*x^14  := []
(13 / 98)*x^0 + (17 / 73)*x^1 + (-63 / 58)*x^2 + (2 / 15)*x^3 + (-18 / 47)*x^4 + (-52 / 1)*x^5 + (-86 / 1)*x^6 + (-95 / 8)*x^7 + (40 / 43)*x^8  := []
(-21 / 1)*x^0 + (1 / 1)*x^1 + (-90 / 1)*x^2  := ((0.005555555555555526-0.48301394300351463j), (0.005555555555555585+0.48301394300351463j))
(0 / 1)*x^0 + (-20 / 1)*x^1 + (-38 / 3)*x^2 + (37 / 1)*x^3 + (-100 / 1)*x^4 + (29 / 1)*x^5 + (78 / 1)*x^6 + (-100 / 1)*x^7 + (13 / 71)*x^8 + (-28 / 1)*x^9 + (-51 / 89)*x^10 + (2 / 7)*x^11 + (-29 / 72)*x^12 + (42 / 1)*x^13 + (10 / 1)*x^14 + (-88 / 1)*x^15  := []
(-10 / 1)*x^0 + (-38 / 1)*x^1 + (22 / 1)*x^2  := (1.9592700721085412, -0.23199734483581366)
(-62 / 1)*x^0 + (-94 / 1)*x^1 + (27 / 1)*x^2 + (-21 / 1)*x^3 + (40 / 1)*x^4 + (47 / 1)*x^5 + (7 / 1)*x^6 + (69 / 1)*x^7 + (-78 / 1)*x^8 + (-86 / 1)*x^9 + (50 / 1)*x^10 + (-76 / 1)*x^11 + (53 / 1)*x^12  := []
(11 / 9)*x^0  := Degree of the polynomial == 0, thus no roots.
(-1 / 78)*x^0 + (-30 / 1)*x^1 + (44 / 49)*x^2 + (23 / 1)*x^3 + (-58 / 1)*x^4 + (10 / 29)*x^5 + (-10 / 3)*x^6 + (48 / 37)*x^7 + (61 / 64)*x^8 + (17 / 1)*x^9 + (-49 / 1)*x^10 + (100 / 1)*x^11 + (-85 / 1)*x^12 + (54 / 1)*x^13 + (-62 / 1)*x^14 + (19 / 1)*x^15 + (1 / 1)*x^16 + (-13 / 25)*x^17 + (-81 / 1)*x^18 + (3 / 4)*x^19  := []
(2 / 1)*x^0 + (-12 / 89)*x^1 + (41 / 27)*x^2 + (-3 / 34)*x^3 + (71 / 1)*x^4 + (18 / 1)*x^5 + (-100 / 1)*x^6 + (42 / 59)*x^7 + (87 / 1)*x^8 + (-10 / 1)*x^9 + (38 / 39)*x^10 + (-90 / 1)*x^11 + (-45 / 1)*x^12 + (11 / 89)*x^13 + (-59 / 98)*x^14 + (-10 / 83)*x^15 + (89 / 1)*x^16 + (18 / 1)*x^17 + (31 / 1)*x^18  := []
(-13 / 1)*x^0 + (53 / 1)*x^1 + (8 / 1)*x^2 + (-62 / 65)*x^3 + (-72 / 1)*x^4 + (-32 / 1)*x^5 + (-16 / 41)*x^6 + (-89 / 1)*x^7 + (-64 / 1)*x^8 + (-43 / 1)*x^9 + (1 / 7)*x^10 + (-9 / 14)*x^11 + (-51 / 1)*x^12 + (47 / 42)*x^13 + (-60 / 1)*x^14  := []
(-6 / 1)*x^0 + (47 / 43)*x^1 + (-66 / 1)*x^2  := ((0.00828047921071175-0.30139761872505216j), (0.008280479210711787+0.30139761872505216j))
(72 / 59)*x^0 + (-26 / 1)*x^1 + (-73 / 1)*x^2  := (-0.3981509069586522, 0.04198652339700836)
(33 / 1)*x^0 + (71 / 51)*x^1 + (-35 / 1)*x^2 + (-3 / 1)*x^3  := []
(1 / 18)*x^0 + (-2 / 1)*x^1 + (18 / 1)*x^2 + (-72 / 73)*x^3 + (-16 / 1)*x^4 + (23 / 1)*x^5 + (26 / 1)*x^6 + (17 / 5)*x^7 + (-100 / 1)*x^8 + (74 / 11)*x^9 + (80 / 1)*x^10 + (89 / 1)*x^11 + (54 / 1)*x^12 + (-25 / 19)*x^13 + (53 / 1)*x^14 + (5 / 1)*x^15 + (72 / 1)*x^16 + (-23 / 14)*x^17  := []
(1 / 6)*x^0 + (-7 / 16)*x^1 + (-54 / 1)*x^2 + (-54 / 1)*x^3 + (40 / 1)*x^4 + (77 / 1)*x^5 + (-53 / 1)*x^6 + (52 / 1)*x^7 + (46 / 53)*x^8 + (-6 / 1)*x^9  := []
(71 / 14)*x^0 + (-23 / 11)*x^1 + (10 / 41)*x^2 + (34 / 1)*x^3 + (-44 / 1)*x^4 + (38 / 63)*x^5 + (59 / 39)*x^6 + (66 / 89)*x^7 + (15 / 1)*x^8 + (80 / 9)*x^9 + (79 / 1)*x^10 + (17 / 31)*x^11 + (-72 / 1)*x^12 + (22 / 1)*x^13 + (-47 / 35)*x^14 + (-42 / 5)*x^15 + (13 / 16)*x^16 + (-11 / 17)*x^17  := []
(-99 / 1)*x^0 + (41 / 28)*x^1 + (32 / 1)*x^2 + (-4 / 3)*x^3 + (41 / 1)*x^4 + (35 / 39)*x^5 + (-33 / 4)*x^6 + (-19 / 27)*x^7 + (85 / 89)*x^8 + (-25 / 1)*x^9 + (-3 / 37)*x^10 + (-95 / 1)*x^11  := []
(-42 / 1)*x^0 + (65 / 1)*x^1 + (-69 / 1)*x^2 + (-62 / 1)*x^3 + (8 / 1)*x^4 + (-75 / 1)*x^5 + (29 / 39)*x^6 + (-39 / 2)*x^7 + (21 / 19)*x^8 + (-75 / 1)*x^9 + (-48 / 1)*x^10 + (22 / 1)*x^11 + (-7 / 31)*x^12 + (18 / 7)*x^13 + (-3 / 37)*x^14 + (5 / 1)*x^15  := []
(-93 / 1)*x^0 + (-49 / 6)*x^1 + (30 / 1)*x^2 + (42 / 1)*x^3 + (3 / 19)*x^4 + (32 / 1)*x^5  := []
(-31 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(31 / 52)*x^0 + (43 / 65)*x^1 + (36 / 1)*x^2 + (-11 / 10)*x^3 + (21 / 1)*x^4 + (-11 / 1)*x^5 + (-13 / 64)*x^6 + (-55 / 1)*x^7 + (-9 / 91)*x^8 + (11 / 1)*x^9  := []
(-30 / 1)*x^0 + (-44 / 65)*x^1 + (11 / 13)*x^2 + (79 / 32)*x^3 + (34 / 99)*x^4 + (-35 / 92)*x^5 + (72 / 1)*x^6 + (43 / 15)*x^7  := []
(-9 / 1)*x^0 + (-78 / 1)*x^1  := -3 / 26
(-69 / 1)*x^0 + (29 / 1)*x^1 + (36 / 1)*x^2 + (-11 / 74)*x^3 + (31 / 44)*x^4 + (-14 / 3)*x^5 + (-16 / 13)*x^6 + (-22 / 59)*x^7 + (-77 / 1)*x^8 + (-69 / 41)*x^9 + (52 / 1)*x^10  := []
(53 / 1)*x^0 + (-54 / 1)*x^1 + (84 / 1)*x^2  := ((0.32142857142857145+0.7263856100046095j), (0.3214285714285714-0.7263856100046095j))
(53 / 28)*x^0 + (-64 / 1)*x^1 + (-83 / 1)*x^2  := (-0.7996052937796236, 0.028520956430226074)
(42 / 1)*x^0 + (44 / 1)*x^1 + (28 / 59)*x^2 + (12 / 7)*x^3 + (-49 / 1)*x^4 + (-18 / 17)*x^5 + (-49 / 1)*x^6 + (-64 / 1)*x^7 + (17 / 10)*x^8 + (-1 / 1)*x^9 + (58 / 1)*x^10 + (-1 / 11)*x^11 + (-80 / 1)*x^12 + (-55 / 1)*x^13 + (-10 / 1)*x^14 + (-15 / 1)*x^15 + (71 / 1)*x^16 + (45 / 1)*x^17 + (-88 / 79)*x^18 + (91 / 88)*x^19  := []
(-71 / 21)*x^0 + (13 / 24)*x^1 + (5 / 47)*x^2 + (79 / 12)*x^3 + (-4 / 9)*x^4 + (-88 / 49)*x^5 + (1 / 1)*x^6 + (28 / 1)*x^7 + (-58 / 1)*x^8 + (73 / 1)*x^9 + (-53 / 1)*x^10  := []
(-10 / 69)*x^0 + (83 / 1)*x^1 + (-63 / 88)*x^2 + (-64 / 27)*x^3 + (78 / 1)*x^4 + (13 / 28)*x^5  := []
(-60 / 47)*x^0 + (21 / 1)*x^1 + (68 / 1)*x^2 + (29 / 80)*x^3 + (-44 / 25)*x^4 + (62 / 1)*x^5 + (83 / 1)*x^6 + (-59 / 48)*x^7 + (-31 / 1)*x^8 + (-25 / 18)*x^9 + (70 / 99)*x^10 + (9 / 1)*x^11 + (1 / 1)*x^12 + (-8 / 17)*x^13 + (1 / 1)*x^14  := []
(-52 / 59)*x^0 + (45 / 1)*x^1 + (-12 / 1)*x^2 + (-69 / 82)*x^3 + (88 / 1)*x^4 + (11 / 1)*x^5 + (-49 / 93)*x^6 + (-50 / 1)*x^7 + (67 / 1)*x^8 + (-90 / 1)*x^9  := []
(40 / 91)*x^0 + (-35 / 1)*x^1 + (57 / 31)*x^2 + (-69 / 16)*x^3 + (-28 / 27)*x^4 + (-13 / 2)*x^5 + (-41 / 1)*x^6  := []
(99 / 1)*x^0 + (93 / 1)*x^1 + (3 / 56)*x^2 + (-81 / 1)*x^3 + (-57 / 1)*x^4 + (-49 / 1)*x^5 + (-26 / 19)*x^6  := []
(11 / 49)*x^0 + (-98 / 1)*x^1 + (-69 / 1)*x^2 + (19 / 1)*x^3 + (29 / 1)*x^4 + (53 / 85)*x^5  := []
(67 / 1)*x^0 + (2 / 15)*x^1 + (97 / 1)*x^2 + (-78 / 1)*x^3 + (-77 / 3)*x^4 + (71 / 1)*x^5 + (-23 / 13)*x^6 + (-95 / 41)*x^7 + (96 / 47)*x^8 + (57 / 1)*x^9 + (-52 / 1)*x^10 + (29 / 7)*x^11 + (58 / 1)*x^12 + (-3 / 1)*x^13 + (-26 / 89)*x^14 + (-34 / 3)*x^15 + (11 / 1)*x^16  := []
(35 / 17)*x^0 + (-99 / 1)*x^1 + (-49 / 1)*x^2 + (92 / 1)*x^3 + (9 / 1)*x^4 + (11 / 45)*x^5 + (-33 / 46)*x^6 + (34 / 9)*x^7 + (-80 / 1)*x^8 + (41 / 4)*x^9 + (82 / 1)*x^10 + (60 / 17)*x^11 + (38 / 39)*x^12  := []
(76 / 1)*x^0 + (-44 / 39)*x^1 + (51 / 1)*x^2 + (89 / 95)*x^3 + (-38 / 1)*x^4 + (-14 / 1)*x^5 + (-25 / 76)*x^6 + (-36 / 95)*x^7 + (54 / 1)*x^8 + (55 / 1)*x^9 + (71 / 52)*x^10 + (-38 / 3)*x^11 + (-9 / 1)*x^12 + (21 / 1)*x^13 + (-39 / 1)*x^14 + (-65 / 1)*x^15 + (-88 / 1)*x^16 + (-47 / 1)*x^17  := []
(29 / 1)*x^0 + (14 / 1)*x^1 + (83 / 1)*x^2 + (64 / 1)*x^3 + (-94 / 1)*x^4 + (12 / 1)*x^5 + (-64 / 1)*x^6 + (54 / 1)*x^7 + (-36 / 1)*x^8 + (-8 / 1)*x^9 + (71 / 1)*x^10 + (-54 / 1)*x^11 + (-16 / 1)*x^12 + (43 / 1)*x^13 + (86 / 1)*x^14 + (76 / 1)*x^15 + (74 / 1)*x^16 + (-20 / 1)*x^17  := []
(-100 / 93)*x^0 + (60 / 1)*x^1 + (46 / 21)*x^2 + (47 / 1)*x^3 + (-59 / 7)*x^4 + (-79 / 1)*x^5  := []
(37 / 26)*x^0 + (87 / 44)*x^1 + (-20 / 1)*x^2 + (92 / 37)*x^3 + (-56 / 41)*x^4 + (24 / 1)*x^5 + (68 / 47)*x^6 + (73 / 100)*x^7 + (-74 / 1)*x^8 + (-34 / 1)*x^9 + (1 / 5)*x^10 + (5 / 1)*x^11 + (-45 / 46)*x^12 + (-47 / 1)*x^13  := []
(13 / 1)*x^0 + (-14 / 1)*x^1 + (-84 / 1)*x^2 + (-23 / 1)*x^3 + (87 / 1)*x^4 + (41 / 1)*x^5 + (-8 / 1)*x^6 + (-15 / 1)*x^7 + (-100 / 1)*x^8 + (74 / 1)*x^9 + (-15 / 1)*x^10 + (0 / 1)*x^11 + (-47 / 1)*x^12  := []
(13 / 1)*x^0 + (-37 / 1)*x^1 + (-28 / 1)*x^2 + (-39 / 1)*x^3 + (-13 / 1)*x^4 + (-32 / 1)*x^5 + (83 / 1)*x^6 + (-28 / 1)*x^7 + (81 / 1)*x^8 + (18 / 1)*x^9 + (64 / 1)*x^10 + (-90 / 1)*x^11 + (27 / 1)*x^12 + (22 / 1)*x^13 + (25 / 1)*x^14 + (-79 / 1)*x^15 + (-9 / 1)*x^16 + (-61 / 1)*x^17  := []
(-36 / 1)*x^0 + (48 / 1)*x^1 + (98 / 27)*x^2 + (-7 / 1)*x^3 + (-28 / 1)*x^4 + (57 / 2)*x^5 + (16 / 1)*x^6 + (1 / 1)*x^7  := []
(-17 / 8)*x^0 + (60 / 1)*x^1 + (16 / 7)*x^2  := (0.035369010783854904, -26.285369010783857)
(10 / 11)*x^0 + (7 / 1)*x^1 + (3 / 10)*x^2 + (-75 / 4)*x^3 + (16 / 21)*x^4 + (73 / 1)*x^5 + (-98 / 1)*x^6 + (41 / 17)*x^7 + (-65 / 1)*x^8 + (-89 / 76)*x^9 + (-48 / 1)*x^10 + (-20 / 3)*x^11 + (52 / 1)*x^12  := []
(67 / 1)*x^0 + (30 / 1)*x^1 + (-91 / 1)*x^2 + (-32 / 27)*x^3 + (71 / 1)*x^4 + (-7 / 20)*x^5 + (8 / 3)*x^6 + (17 / 32)*x^7 + (100 / 1)*x^8 + (71 / 1)*x^9 + (-86 / 1)*x^10 + (99 / 1)*x^11 + (-53 / 65)*x^12 + (31 / 46)*x^13 + (84 / 1)*x^14 + (16 / 15)*x^15 + (-94 / 85)*x^16 + (-100 / 1)*x^17  := []
(-76 / 1)*x^0 + (12 / 29)*x^1 + (-95 / 21)*x^2 + (-54 / 1)*x^3 + (-13 / 1)*x^4 + (3 / 1)*x^5 + (-86 / 23)*x^6 + (-29 / 21)*x^7 + (-12 / 1)*x^8 + (-86 / 61)*x^9 + (43 / 1)*x^10 + (23 / 54)*x^11 + (16 / 1)*x^12 + (48 / 19)*x^13 + (-1 / 1)*x^14  := []
(89 / 65)*x^0 + (-2 / 9)*x^1 + (-13 / 19)*x^2 + (-71 / 1)*x^3 + (1 / 1)*x^4 + (-19 / 1)*x^5 + (13 / 94)*x^6 + (-33 / 26)*x^7 + (-7 / 93)*x^8  := []
(-15 / 1)*x^0 + (-58 / 49)*x^1 + (28 / 1)*x^2 + (-1 / 31)*x^3 + (17 / 1)*x^4 + (-47 / 1)*x^5 + (-35 / 32)*x^6 + (-1 / 1)*x^7 + (-29 / 1)*x^8 + (-67 / 1)*x^9 + (-16 / 5)*x^10 + (18 / 1)*x^11  := []
(14 / 1)*x^0 + (1 / 1)*x^1 + (-17 / 38)*x^2 + (-15 / 1)*x^3 + (86 / 1)*x^4  := []
(3 / 43)*x^0 + (97 / 45)*x^1 + (-20 / 31)*x^2 + (4 / 3)*x^3 + (29 / 76)*x^4 + (74 / 1)*x^5 + (79 / 66)*x^6 + (72 / 13)*x^7 + (33 / 1)*x^8 + (-3 / 1)*x^9 + (-61 / 50)*x^10 + (-9 / 1)*x^11 + (45 / 1)*x^12 + (64 / 1)*x^13 + (-4 / 5)*x^14  := []
(9 / 1)*x^0 + (-91 / 1)*x^1 + (42 / 1)*x^2 + (80 / 1)*x^3 + (18 / 1)*x^4 + (-69 / 1)*x^5 + (-79 / 1)*x^6 + (-58 / 1)*x^7 + (-40 / 1)*x^8 + (69 / 1)*x^9  := []
(-33 / 74)*x^0 + (77 / 1)*x^1 + (54 / 1)*x^2 + (-45 / 52)*x^3 + (83 / 67)*x^4 + (-79 / 1)*x^5 + (-16 / 1)*x^6 + (86 / 23)*x^7 + (-84 / 1)*x^8 + (30 / 1)*x^9 + (-10 / 1)*x^10 + (42 / 1)*x^11 + (-6 / 7)*x^12 + (-82 / 1)*x^13 + (-98 / 79)*x^14 + (2 / 9)*x^15 + (-89 / 20)*x^16 + (-67 / 1)*x^17 + (-23 / 61)*x^18 + (54 / 1)*x^19  := []
(6 / 5)*x^0 + (-26 / 21)*x^1 + (8 / 15)*x^2 + (-91 / 54)*x^3 + (38 / 1)*x^4 + (-41 / 1)*x^5 + (76 / 41)*x^6 + (42 / 47)*x^7 + (17 / 46)*x^8 + (-23 / 1)*x^9 + (6 / 1)*x^10 + (16 / 21)*x^11 + (8 / 23)*x^12 + (-87 / 70)*x^13 + (22 / 1)*x^14  := []
(99 / 1)*x^0 + (19 / 2)*x^1 + (-52 / 1)*x^2 + (20 / 29)*x^3 + (-38 / 1)*x^4 + (-1 / 23)*x^5 + (12 / 1)*x^6 + (1 / 1)*x^7 + (-11 / 9)*x^8 + (0 / 1)*x^9 + (-30 / 1)*x^10 + (27 / 11)*x^11 + (-83 / 77)*x^12 + (69 / 1)*x^13 + (-91 / 1)*x^14 + (65 / 12)*x^15 + (2 / 1)*x^16 + (59 / 52)*x^17 + (-16 / 1)*x^18 + (-59 / 1)*x^19  := []
(-67 / 91)*x^0 + (-31 / 20)*x^1 + (-100 / 1)*x^2 + (31 / 24)*x^3 + (-23 / 1)*x^4 + (-9 / 52)*x^5 + (-84 / 1)*x^6 + (-41 / 1)*x^7 + (-26 / 27)*x^8 + (25 / 22)*x^9 + (-79 / 1)*x^10 + (69 / 4)*x^11 + (86 / 1)*x^12 + (-4 / 13)*x^13 + (94 / 11)*x^14 + (58 / 1)*x^15 + (10 / 19)*x^16 + (-1 / 1)*x^17  := []
(-100 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(-18 / 1)*x^0 + (-15 / 26)*x^1 + (94 / 1)*x^2 + (20 / 1)*x^3 + (75 / 73)*x^4 + (19 / 24)*x^5 + (28 / 57)*x^6 + (-63 / 1)*x^7 + (91 / 1)*x^8 + (59 / 1)*x^9 + (83 / 45)*x^10  := []
(5 / 1)*x^0 + (90 / 1)*x^1 + (-91 / 1)*x^2 + (44 / 51)*x^3 + (87 / 14)*x^4 + (57 / 1)*x^5 + (-95 / 83)*x^6 + (-92 / 1)*x^7 + (-29 / 12)*x^8 + (20 / 1)*x^9 + (9 / 1)*x^10 + (64 / 7)*x^11 + (-52 / 25)*x^12 + (69 / 1)*x^13 + (-2 / 1)*x^14 + (-24 / 1)*x^15 + (5 / 13)*x^16 + (14 / 1)*x^17  := []
(10 / 1)*x^0 + (32 / 49)*x^1 + (99 / 83)*x^2 + (35 / 46)*x^3 + (29 / 1)*x^4 + (85 / 1)*x^5 + (1 / 7)*x^6 + (-1 / 11)*x^7 + (57 / 1)*x^8 + (85 / 1)*x^9 + (-7 / 36)*x^10 + (-65 / 57)*x^11 + (86 / 65)*x^12 + (15 / 32)*x^13 + (-93 / 1)*x^14  := []
(27 / 38)*x^0 + (-44 / 1)*x^1 + (17 / 1)*x^2 + (54 / 1)*x^3 + (-1 / 89)*x^4 + (-28 / 1)*x^5 + (-88 / 1)*x^6 + (-83 / 28)*x^7 + (-29 / 1)*x^8 + (61 / 1)*x^9 + (-13 / 57)*x^10 + (41 / 1)*x^11 + (75 / 1)*x^12 + (85 / 1)*x^13 + (99 / 1)*x^14 + (12 / 1)*x^15  := []
(28 / 1)*x^0 + (81 / 1)*x^1 + (59 / 8)*x^2 + (24 / 1)*x^3  := []
(23 / 1)*x^0 + (-82 / 1)*x^1 + (-21 / 1)*x^2 + (-15 / 13)*x^3 + (-90 / 1)*x^4 + (5 / 44)*x^5 + (31 / 1)*x^6  := []
(49 / 40)*x^0 + (-30 / 1)*x^1 + (-30 / 29)*x^2 + (-55 / 1)*x^3 + (99 / 86)*x^4 + (-45 / 1)*x^5 + (-3 / 1)*x^6 + (-11 / 1)*x^7  := []
(-22 / 25)*x^0 + (-89 / 79)*x^1  := -1738 / 2225
(7 / 1)*x^0 + (63 / 92)*x^1 + (-14 / 1)*x^2 + (-11 / 1)*x^3 + (59 / 35)*x^4 + (99 / 2)*x^5 + (71 / 1)*x^6 + (-29 / 1)*x^7 + (-51 / 1)*x^8 + (13 / 15)*x^9 + (-21 / 1)*x^10  := []
(-31 / 17)*x^0 + (-15 / 1)*x^1 + (13 / 10)*x^2 + (-78 / 1)*x^3 + (34 / 1)*x^4 + (-5 / 12)*x^5 + (51 / 62)*x^6 + (16 / 33)*x^7 + (-49 / 1)*x^8 + (87 / 1)*x^9 + (-11 / 50)*x^10 + (52 / 1)*x^11  := []
(11 / 23)*x^0 + (5 / 1)*x^1 + (4 / 1)*x^2 + (-11 / 6)*x^3 + (-61 / 1)*x^4 + (35 / 47)*x^5 + (-11 / 7)*x^6 + (-31 / 1)*x^7 + (-41 / 93)*x^8 + (-13 / 27)*x^9 + (-23 / 1)*x^10 + (-65 / 1)*x^11 + (37 / 1)*x^12 + (-95 / 1)*x^13 + (-34 / 1)*x^14  := []
(-28 / 1)*x^0 + (25 / 9)*x^1 + (22 / 13)*x^2 + (-10 / 11)*x^3 + (-2 / 1)*x^4 + (29 / 20)*x^5 + (2 / 49)*x^6 + (-52 / 35)*x^7 + (-22 / 1)*x^8  := []
(-48 / 1)*x^0 + (63 / 1)*x^1 + (8 / 1)*x^2 + (-30 / 1)*x^3 + (31 / 1)*x^4 + (37 / 2)*x^5 + (32 / 1)*x^6 + (79 / 78)*x^7 + (-85 / 1)*x^8 + (-47 / 1)*x^9 + (85 / 1)*x^10 + (-1 / 2)*x^11 + (55 / 43)*x^12 + (-62 / 1)*x^13 + (-99 / 86)*x^14  := []
(-82 / 1)*x^0 + (-61 / 1)*x^1 + (-49 / 44)*x^2 + (80 / 1)*x^3 + (61 / 37)*x^4 + (-2 / 1)*x^5 + (96 / 1)*x^6 + (54 / 53)*x^7 + (62 / 51)*x^8 + (-88 / 1)*x^9 + (-89 / 1)*x^10 + (52 / 1)*x^11 + (22 / 15)*x^12 + (50 / 1)*x^13 + (-44 / 1)*x^14  := []
(-65 / 99)*x^0 + (58 / 71)*x^1 + (-92 / 1)*x^2 + (-43 / 1)*x^3 + (-51 / 1)*x^4 + (-7 / 1)*x^5 + (-13 / 4)*x^6 + (67 / 1)*x^7 + (55 / 1)*x^8 + (-46 / 65)*x^9 + (18 / 1)*x^10 + (86 / 1)*x^11 + (-43 / 1)*x^12  := []
(49 / 27)*x^0 + (32 / 81)*x^1 + (39 / 85)*x^2 + (-41 / 1)*x^3 + (-25 / 14)*x^4 + (18 / 59)*x^5 + (14 / 19)*x^6 + (37 / 13)*x^7 + (-25 / 1)*x^8 + (-25 / 1)*x^9  := []
(24 / 1)*x^0 + (-34 / 1)*x^1 + (-81 / 67)*x^2 + (31 / 1)*x^3 + (64 / 99)*x^4  := []
(25 / 1)*x^0 + (-26 / 15)*x^1 + (16 / 1)*x^2 + (-1 / 2)*x^3  := []
(9 / 13)*x^0 + (5 / 24)*x^1 + (-99 / 1)*x^2 + (-71 / 73)*x^3 + (-8 / 5)*x^4 + (44 / 1)*x^5 + (73 / 1)*x^6 + (95 / 1)*x^7  := []
(-71 / 44)*x^0 + (93 / 1)*x^1 + (-2 / 7)*x^2 + (-44 / 1)*x^3 + (-10 / 1)*x^4 + (-61 / 6)*x^5  := []
(-21 / 82)*x^0 + (68 / 37)*x^1 + (31 / 4)*x^2 + (20 / 1)*x^3 + (39 / 1)*x^4  := []
(-14 / 1)*x^0 + (-48 / 1)*x^1 + (13 / 42)*x^2 + (13 / 2)*x^3 + (71 / 15)*x^4 + (-2 / 7)*x^5 + (12 / 11)*x^6 + (-19 / 1)*x^7 + (-17 / 26)*x^8 + (5 / 1)*x^9 + (-92 / 11)*x^10 + (-54 / 85)*x^11 + (-31 / 1)*x^12 + (-73 / 23)*x^13 + (-1 / 4)*x^14 + (48 / 1)*x^15 + (-11 / 15)*x^16 + (-39 / 1)*x^17 + (78 / 1)*x^18 + (26 / 1)*x^19  := []
(-3 / 2)*x^0 + (8 / 39)*x^1 + (80 / 77)*x^2  := (1.1068919522861362, -1.3043278497220339)
(8 / 1)*x^0 + (20 / 1)*x^1 + (-27 / 88)*x^2 + (-73 / 1)*x^3 + (88 / 1)*x^4 + (-82 / 51)*x^5 + (97 / 1)*x^6 + (-3 / 22)*x^7 + (-21 / 2)*x^8 + (-82 / 1)*x^9 + (-30 / 1)*x^10  := []
